# id, cityname, citycode, airportname, airportcode
1536,Aitape,ATP,Tadji,TAJ
1537,Aitutaki Island,AIT,Aitutaki Island,AIT
1538,Aiyura,AYU,Aiyura,AYU
1539,Aizawl,AJL,Lengpui,AJL
1540,Ajaccio,AJA,Napoleon Bonaparte,AJA
1541,Akhiok,AKK,Akhiok,AKK
1542,Akiak,AKI,Akiak,AKI
1543,Akieni,AKE,Akieni,AKE
1544,Akita,AXT,Akita,AXT
1545,Akjoujt,AJJ,Akjoujt,AJJ
1546,Akola,AKD,Akola,AKD
1547,Akron,AKO,Colorado Plains Rgnl,AKO
1548,Akron/Canton,CAK,Akron Fulton Intl,AKC
1549,Akrotiri,AKT,RAF Station,AKT
1550,Aksu,AKU,Aksu,AKU
1551,Aktobe,AKX,Aktobe,AKX
1552,Akulivik,AKV,Akulivik,AKV
1553,Akure,AKR,Akure,AKR
1554,Akureyri,AEY,Akureyri,AEY
1555,Al Ain,AAN,International,AAN
1556,Al Baha,ABT,Al-Aqiq,ABT
1557,Al Ghaydah,AAY,Al Ghaydah,AAY
1558,Al Hoceima,AHU,Cherif El Idrissi,AHU
1559,Al Kharj,AKH,Prince Sultan AB,AKH
1560,Alakanuk,AUK,Alakanuk,AUK
1561,Alamogordo,ALM,White Sands Regional,ALM
1562,Alamogordo,ALM,Holloman AFB,HMN
1563,Alamosa,ALS,San Luis Valley Rgnl,ALS
1564,Albacete,ABC,Airport,ABC
1565,Albany,ABY,Southwest Georgia Rgnl,ABY
1566,Albany,ALB,International,ALB
1567,Albany,ALH,Albany,ALH
1568,Albenga,ALL,Albenga,ALL
1569,Albert Lea,AEL,Municipal,AEL
1570,Albina,ABN,Albina,ABN
1571,Albuquerque,ABQ,International Sunport,ABQ
1572,Albury,ABX,Albury,ABX
1573,Aldan,ADH,Aldan,ADH
1574,Alderney,ACI,Alderney,ACI
1575,Alegrete,ALQ,G.Machado Ramos,ALQ
1576,Alenquer,ALT,Alenquer,ALT
1577,Aleppo,ALP,International,ALP
1578,Alerta,ALD,Alerta,ALD
1579,Alesund,AES,Vigra,AES
1580,Alexander Bay,ALJ,Alexander Bay,ALJ
1581,Alexander City,ALX,Thomas C Russell Field,ALX
1582,Alexandra,ALR,Alexandra,ALR
1583,Alexandria,AEX,International,AEX
1584,Alexandria,AEX,Esler Regional,ESF
1585,Alexandria,ALY,El Nouzha,ALY
1586,Alexandria,ALY,Borg el Arab,HBE
1587,Alexandria,AXN,Chandler Field,AXN
1588,Alexandria Bay,AXB,Maxson Airfield,AXB
1589,Alexandria Station,AXL,Alexandria Station,AXL
1590,Alexandroupolis,AXD,Dimokritos,AXD
1591,Alghero,AHO,Fertilia,AHO
1592,Algiers,ALG,Houari Boumediene,ALG
1593,Algona,AXG,Municipal,AXG
1594,Ali Sabieh,AII,Ali Sabieh,AII
1595,Alicante,ALC,Airport,ALC
1596,Alice,ALI,International,ALI
1597,Alice Springs,ASP,Airport,ASP
1598,Aliceville,AIV,George Downer,AIV
1599,Alitak,ALZ,Sea Plane Base,ALZ
1600,Allakaket,AET,Allakaket,AET
1601,Alldays,ADY,Alldays,ADY
1602,Allentown,ABE,Lehigh Valley Intl,ABE
1603,Alliance,AIA,Municipal,AIA
1604,Alma,AMN,Gratiot Community,AMN
1605,Almaty,ALA,International,ALA
1606,Almaty,ALA,Borolday,BXJ
1607,Almenara,AMJ,Cirilo Queiroz,AMJ
1608,Alor,ARD,Mali,ARD
1609,Alor Setar,AOR,Sultan Abdul Halim,AOR
1610,Alowe,AWE,Alowe,AWE
1611,Alpena,APN,Alpena County Regional,APN
1612,Alpha,ABH,Alpha,ABH
1613,Alpine,ALE,Casparis Municipal,ALE
1614,Alroy Downs,AYD,Alroy Downs,AYD
1615,Alta,ALF,Alta,ALF
1616,Alta Floresta,AFL,Oswaldo Marques Dias,AFL
1617,Altamira,ATM,Altamira,ATM
1618,Altay,AAT,Altay,AAT
1619,Altenburg,AOC,Nobitz,AOC
1620,Altenrhein,ACH,St Gallen-Altenrhein,ACH
1621,Alto Molocue,AME,Alto Molocue,AME
1622,Alto Parnaiba,APY,Alto Parnaiba,APY
1623,Alto Rio Senguer,ARR,Alto Rio Senguer,ARR
1624,Alton,ALN,St Louis Regional,ALN
1625,Alton Downs,AWN,Alton Downs,AWN
1626,Altoona,AOO,Altoona,AOO
1627,Altus,LTS,Quartz Moutain Rgnl,AXS
1628,Alula,ALU,Alula,ALU
1629,Alverca,AVR,Alverca,AVR
1630,Alxa Left Banner,AXF,Alxa Left Banner,AXF
1631,Am Timan,AMC,Am Timan,AMC
1632,Ama,AMF,Ama,AMF
1633,Amahai,AHI,Amahai,AHI
1634,Amakusa,AXJ,Amakusa,AXJ
1635,Amalfi,AFI,Amalfi,AFI
1636,Amami,ASJ,Amami,ASJ
1637,Amanab,AMU,Amanab,AMU
1638,Amarillo,AMA,Rick Husband Intl,AMA
1639,Amarillo,AMA,Tradewind,TDW
1640,Amata,AMT,Amata,AMT
1641,Amazon Bay,AZB,Amazon Bay,AZB
1642,Ambato,ATF,Chachoan,ATF
1643,Ambatolahy,AHY,Ambatolahy,AHY
1644,Ambatomainty,AMY,Ambatomainty,AMY
1645,Ambilobe,AMB,Ambilobe,AMB
1646,Ambler,ABL,Ambler,ABL
1647,Amboin,AMG,Amboin,AMG
1648,Ambon,AMQ,Pattimura,AMQ
1649,Amboseli,ASV,Amboseli,ASV
1650,Ambriz,AZZ,Ambriz,AZZ
1651,Ambunti,AUJ,Ambunti,AUJ
1652,Amderma,AMV,Amderma,AMV
1653,Amery,AHH,Municipal,AHH
1654,Ames,AMW,Municipal,AMW
1655,Amman,AMM,Marka Intl,ADJ
1656,Amman,AMM,Queen Alia Intl,AMM
1657,Ammaroo,AMX,Ammaroo,AMX
1658,Amook Bay,AOS,Sea Plane Base,AOS
1659,Ampanihy,AMP,Ampanihy,AMP
1660,Ampara,ADP,Gal Oya,ADP
1661,Ampara,ADP,Kondavattavan Tank SPB,AFK
1662,Amritsar,ATQ,Sri Guru Ram Dass Jee,ATQ
1663,Amsterdam,AMS,Schiphol Airport,AMS
1664,Anaa,AAA,Anaa,AAA
1665,Anaco,AAO,Anaco,AAO
1666,Anaktuvuk Pass,AKP,Anaktuvuk Pass,AKP
1667,Anapa,AAQ,Vityazevo,AAQ
1668,Anapolis,APS,Anapolis,APS
1669,Anatom Island,AUY,Anatom Island,AUY
1670,Anchorage,ANC,Ted Stevens Intl,ANC
1671,Anchorage,ANC,Elmendorf AFB,EDF
1672,Anchorage,ANC,Bryant AAF,FRN
1673,Anchorage,ANC,Merrill Field,MRI
1674,Ancona,AOI,Falconara,AOI
1675,Andahuaylas,ANS,Andahuaylas,ANS
1676,Andakombe,ADC,Andakombe,ADC
1677,Andamooka,ADO,Andamooka,ADO
1678,Andenes,ANX,Andoya,ANX
1679,Anderson,AID,Municipal,AID
1680,Anderson,AND,Regional,AND
1681,Andes,ADN,Andes,ADN
1682,Andizhan,AZN,Andizhan,AZN
1683,Andoas,AOP,Alfredo V. Sara Bauer,AOP
1684,Andrews,ADR,Robert F. Swinnie,ADR
1685,Andros Town,ASD,International,ASD
1686,Andulo,ANL,Andulo,ANL
1687,Angama Mara,ANA,Angama Mara,ANA
1688,Angel Fire,AXX,Angel Fire,AXX
1689,Angelholm/Helsingborg,AGH,Airport,AGH
1690,Angers,ANE,Marce,ANE
1691,Anggi,AGD,Anggi,AGD
1692,Angoche,ANO,Angoche,ANO
1693,Angola,ANQ,Tri-State Steuben Co.,ANQ
1694,Angoon,AGN,Sea Plane Base,AGN
1695,Angoram,AGG,Angoram,AGG
1696,Angouleme,ANG,Brie-Champniers,ANG
1697,Anguganak,AKG,Anguganak,AKG
1698,Anguilla,AXA,Clayton J. Lloyd Intl,AXA
1699,Angus Downs Station,ANZ,Angus Downs Station,ANZ
1700,Aniak,ANI,Aniak,ANI
1701,Aniwa Island,AWD,Aniwa Island,AWD
1702,Anjouan,AJN,Ouani,AJN
1703,Ankang,AKA,Wulipu,AKA
1704,Ankara,ANK,Etimesgut,ANK
1705,Ankara,ANK,Esenboga,ESB
1706,Ann Arbor,ARB,Municipal,ARB
1707,Annaba,AAE,Rabah Bitat,AAE
1708,Annanberg,AOB,Annanberg,AOB
1709,Annapolis,ANP,Lee,ANP
1710,Annette Island,ANN,Annette Island,ANN
1711,Anniston,ANB,Regional,ANB
1712,Anqing,AQG,Tianzhushan,AQG
1713,Anshan,AOG,Teng\ao,AOG
1714,Anshun,AVA,Huangguoshu,AVA
1715,Antalaha,ANM,Antsirabato,ANM
1716,Antalya,AYT,Antalya,AYT
1717,Anthony,ANY,Municipal,ANY
1718,Anthony Lagoon,AYL,Anthony Lagoon,AYL
1719,Antigua,ANU,V.C. Bird Intl,ANU
1720,Antlers,ATE,Municipal,ATE
1721,Antofagasta,ANF,Cerro Moreno,ANF
1722,Antsirabe,ATJ,Antsirabe,ATJ
1723,Antwerp,ANR,International,ANR
1724,Anuradhapura,ACJ,Anuradhapura,ACJ
1725,Anvik,ANV,Anvik,ANV
1726,Anyang,AYN,Anyang,AYN
1727,Aomori,AOJ,Aomori,AOJ
1728,Aosta,AOT,Corrado Gex,AOT
1729,Apalachicola,AAF,Regional,AAF
1730,Apalapsili,AAS,Apalapsili,AAS
1731,Apartado,APO,Carepa-A.R. Betancourt,APO
1732,Apataki,APK,Apataki,APK
1733,Apatzingan,AZG,Pablo L. Sidar,AZG
1734,Apia,APW,Faleolo Intl,APW
1735,Apia,APW,Fagali\i,FGI
1736,Apiay,API,Luis F. Gomez Nino AB,API
1737,Apolo,APB,Apolo,APB
1738,Apple Valley,APV,Apple Valley,APV
1739,Appleton,ATW,Outagamie County Rgnl,ATW
1740,April River,APR,April River,APR
1741,Apucarana,APU,Captain Joao Busse,APU
1742,Aqaba,AQJ,King Hussein Intl,AQJ
1743,Aracaju,AJU,Santa Maria,AJU
1744,Aracatuba,ARU,Dario Guarita,ARU
1745,Arad,ARW,Arad,ARW
1746,Aragarcas,ARS,Aragarcas,ARS
1747,Aragip,ARP,Aragip,ARP
1748,Araguaina,AUX,Araguaina,AUX
1749,Arak,AJK,Araak,AJK
1750,Aramac,AXC,Aramac,AXC
1751,Arandis,ADI,Arandis,ADI
1752,Aranuka,AAK,Aranuka,AAK
1753,Arapahoe,AHF,Municipal,AHF
1754,Arapiraca,APQ,Arapiraca,APQ
1755,Arapongas,APX,Alberto Bertelli,APX
1756,Arapoti,AAG,Avelino Vieira,AAG
1757,Araracuara,ACR,Araracuara,ACR
1758,Araraquara,AQA,Bartolomeu de Gusmao,AQA
1759,Ararat,ARY,Ararat,ARY
1760,Arathusa Safari Lodge,ASS,Arathusa Safari Lodge,ASS
1761,Arauca,AUC,Santiago Perez Quiroz,AUC
1762,Arauquita,ARQ,El Troncal,ARQ
1763,Araxa,AAX,Araxa,AAX
1764,Arba Minch,AMH,Arba Minch,AMH
1765,Arboletes,ARO,Arboletes,ARO
1766,Arcata/Eureka,ACV,Arcata Apt,ACV
1767,Arcata/Eureka,ACV,Murray Field,EKA
1768,Arcata/Eureka,ACV,Kneeland,NLN
1769,Arctic Village,ARC,Arctic Village,ARC
1770,Ardabil,ADU,Ardabil,ADU
1771,Ardmore,ADM,Municipal,ADM
1772,Ardmore,ADM,Downtown Executive,AHD
1773,Ardmore,AMZ,Ardmore,AMZ
1774,Arecibo,ARE,Antonio Juarbe Pol,ARE
1775,Arequipa,AQP,Rodriguez Ballon Intl,AQP
1776,Arica,ACM,Arica,ACM
1777,Arica,ARI,Chacalluta,ARI
1778,Aripuana,AIR,Aripuana,AIR
1779,Ariquemes,AQM,Ariquemes,AQM
1780,Arkalyk,AYK,Arkalyk,AYK
1781,Arkhangelsk,ARH,Talagi,ARH
1782,Arly,ARL,Arly,ARL
1783,Armenia,AXM,El Eden Intl,AXM
1784,Armidale,ARM,Armidale,ARM
1785,Aroa,AOA,Aroa,AOA
1786,Arona,AON,Arona,AON
1787,Arorae,AIS,Arorae,AIS
1788,Arrabury,AAB,Arrabury,AAB
1789,Arraias,AAI,Arraias,AAI
1790,Arso,ARJ,Arso,ARJ
1791,Artesia,ATS,Municipal,ATS
1792,Arthur\s Town,ATC,Arthur\s Town,ATC
1793,Artigas,ATI,Artigas,ATI
1794,Aruba,AUA,Reina Beatrix,AUA
1795,Arusha,ARK,Arusha,ARK
1796,Arutua,AXR,Arutua,AXR
1797,Arvaikheer,AVK,Arvaikheer,AVK
1798,Arvidsjaur,AJR,Arvidsjaur,AJR
1799,Asaba,ABB,International,ABB
1800,Asahikawa,AKJ,Asahikawa,AKJ
1801,Asapa,APP,Asapa,APP
1802,Asau,AAU,Asau,AAU
1803,Ascension,ASC,Ascension,ASC
1804,Ascension Island,ASI,RAF Station,ASI
1805,Aseki,AEK,Aseki,AEK
1806,Asela,ALK,Asela,ALK
1807,Ashburton,ASG,Ashburton,ASG
1808,Asheville/Hendersonv.,AVL,Asheville Regional,AVL
1809,Ashgabat,ASB,International,ASB
1810,Ashland,AHM,Municipal,AHM
1811,Ashland,ASX,John F. Kennedy Mem.,ASX
1812,Ashley,ASY,Municipal,ASY
1813,Asirim,ASZ,Asirim,ASZ
1814,Asmara,ASM,International,ASM
1815,Asosa,ASO,Asosa,ASO
1816,Aspen,ASE,Pitkin County,ASE
1817,Assab,ASA,International,ASA
1818,Assis,AIF,Marcelo P. Halzhausen,AIF
1819,Astoria,AST,Regional,AST
1820,Astrakhan,ASF,Astrakhan,ASF
1821,Asuncion,ASU,Silvio Pettirossi Intl,ASU
1822,Aswan,ASW,International,ASW
1823,Asyut,ATZ,Asyut,ATZ
1824,Atambua,ABU,Haliwen,ABU
1825,Ataq,AXK,Ataq,AXK
1826,Atar,ATR,International,ATR
1827,Atauro,AUT,Atauro,AUT
1828,Atbara,ATB,Atbara,ATB
1829,Atbasar,ATX,Atbasar,ATX
1830,Athens,AHN,Ben Epps,AHN
1831,Athens,ATH,Eleftherios Venizelos,ATH
1832,Athens,ATO,Ohio University,ATO
1833,Ati,ATV,Ati,ATV
1834,Atiu Island,AIU,Atiu Island,AIU
1835,Atka,AKB,Atka,AKB
1836,Atkamba,ABP,Atkamba,ABP
1837,Atlanta,ATL,Hartsfield-Jackson Int,ATL
1838,Atlanta,ATL,Fulton County,FTY
1839,Atlanta,ATL,DeKalb-Peachtree,PDK
1840,Atlantic,AIO,Municipal,AIO
1841,Atlantic City,ACY,International,ACY
1842,Atmautluak,ATT,Atmautluak,ATT
1843,Atoifi,ATD,Atoifi,ATD
1844,Atqasuk,ATK,E.Burnell Sr Memorial,ATK
1845,Attapeu,AOU,Attapeu,AOU
1846,Attock,ATG,Minhas,ATG
1847,Attu Island,ATU,Casco Cove CGS,ATU
1848,Aua Island,AUI,Aua Island,AUI
1849,Auburn,AUN,Municipal,AUN
1850,Auburn,AUO,Auburn University Rgnl,AUO
1851,Auckland,AKL,International,AKL
1852,Augusta,AGS,Regional (Bush Field),AGS
1853,Augusta,AGS,Daniel Field,DNL
1854,Augusta,AUG,State,AUG
1855,Augustus Downs,AUD,Augustus Downs,AUD
1856,Auki,AKS,Gwaunaru\u,AKS
1857,Aumo,AUV,Aumo,AUV
1858,Aur Island,AUL,Aur Island,AUL
1859,Aurillac,AUR,Aurillac,AUR
1860,Aurora,AUZ,Municipal,AUZ
1861,Aurukun,AUU,Aurukun,AUU
1862,Austin,ASQ,Austin,ASQ
1863,Austin,AUM,Municipal,AUM
1864,Austin,AUS,Austin-Bergstrom Intl,AUS
1865,Austral Downs Station,AWP,Austral Downs Station,AWP
1866,Auvergne Station,AVG,Auvergne Station,AVG
1867,Auxerre,AUF,Branches,AUF
1868,Avalon,AVX,Catalina,AVX
1869,Aviano,AVB,Air Base,AVB
1870,Avignon,AVN,Caumont,AVN
1871,Avon Park,AVO,Executive,AVO
1872,Avu Avu,AVU,Avu Avu,AVU
1873,Awaba,AWB,Awaba,AWB
1874,Awar,AWR,Awar,AWR
1875,Awaradam,AAJ,Cajana,AAJ
1876,Awasa,AWA,Awasa,AWA
1877,Axum,AXU,Axum,AXU
1878,Ayacucho,AYC,La Gloria,AYC
1879,Ayacucho,AYP,Alfredo M. Duarte,AYP
1880,Ayapel,AYA,El Cebruno,AYA
1881,Ayawasi,AYW,Ayawasi,AYW
1882,Ayers Rock,AYQ,Connellan,AYQ
1883,Ayolas,AYO,Juan de Ayolas,AYO
1884,Ayr,AYR,Ayr,AYR
1885,Baise,AEB,Youjiang,AEB
1886,Bamaga,ABM,Northern Peninsula,ABM
1887,Bellaire,ACB,Antrim County,ACB
1888,Bowling Green,APH,A.P. Hill AAF,APH
1889,Buenos Aires,BUE,Jorge Newbery,AEP
1890,Camp Springs,ADW,Joint Base Andrews,ADW
1891,Ciego de Avila,AVI,Maximo Gomez,AVI
1892,Ciudad Acuna,ACN,International,ACN
1893,Ciudad del Este,AGT,Guarani Intl,AGT
1894,Colorado Springs,COS,USAF Academy Airfield,AFF
1895,Dallas,DFW,Addison,ADS
1896,Denver,DEN,Centennial,APA
1897,Durango,DRO,Animas Air Park,AMK
1898,El Arish,AAC,International,AAC
1899,Eskisehir,ESK,Anadolu,AOE
1900,Fort Worth,FTW,Fort Worth Alliance,AFW
1901,Girdwood,AQY,Girdwood,AQY
1902,Herlong,AHC,Amedee AAF,AHC
1903,Hiva Oa,AUQ,Atuona,AUQ
1904,Huaraz,ATA,German Arias Graziani,ATA
1905,Izmir,IZM,Adnan Menderes,ADB
1906,Jaffrey,AFN,Silver Ranch,AFN
1907,Jasper,APT,Marion County,APT
1908,Jouf,AJF,Jouf,AJF
1909,Kagua,AGK,Kagua,AGK
1910,Kaiser/Lake Ozark,AIZ,Lee C Fine Memorial,AIZ
1911,Kalamazoo/Battle Creek,AZO,International,AZO
1912,Kalamazoo/Battle Creek,AZO,W.K. Kellogg Regional,BTL
1913,Karpathos,AOK,Karpathos,AOK
1914,Kayseri,ASR,Erkilet,ASR
1915,Kebri Dehar,ABK,Kebri Dehar,ABK
1916,King Salmon,AKN,King Salmon,AKN
1917,Kodiak,ADQ,Kodiak Airport,ADQ
1918,Kodiak,ADQ,Municipal,KDK
1919,Kufra,AKF,Kufra,AKF
1920,L\Alpe-d\Huez,AHZ,L\Alpe-d\Huez,AHZ
1921,Lanzarote,ACE,Lanzarote,ACE
1922,Lima,AOH,Allen County,AOH
1923,Magnolia,AGO,Municipal,AGO
1924,Mala Mala,AAM,Mala Mala,AAM
1925,Malaga,AGP,Airport,AGP
1926,Mao,AMO,Mao,AMO
1927,Maragheh,ACP,Sahand,ACP
1928,Marshall,ASL,Harrison County,ASL
1929,Mataram,AMI,Selaparang,AMI
1930,Melbourne,MEL,Avalon,AVV
1931,Menggala,AKQ,Astra Ksetra,AKQ
1932,Mexico City,MEX,Atizapan-Jimenez Cantu,AZP
1933,Minocqua/Woodruff,ARV,Lakeland,ARV
1934,Munich,MUC,Augsburg Airport,AGB
1935,Namatanai,ATN,Namatanai,ATN
1936,Nampula,APL,Nampula,APL
1937,Nantucket,ACK,Memorial,ACK
1938,Napa,APC,Napa County,APC
1939,Naples,APF,Municipal,APF
1940,Nashua,ASH,Boire Field,ASH
1941,New Iberia,ARA,Acadiana Regional,ARA
1942,N\zeto,ARZ,N\zeto,ARZ
1943,Padangsidempuan,AEG,Aekgodang,AEG
1944,Paso de los Libres,AOL,Paso de los Libres,AOL
1945,Phoenix,PHX,Mesa Gateway,AZA
1946,Pittsburgh,PIT,Allegheny County,AGC
1947,Port Alfred,AFD,Port Alfred,AFD
1948,Pottuvil,AYY,Arugam Bay SPB,AYY
1949,Puerto Armuelles,AML,Puerto Armuelles,AML
1950,Punta Abreojos,AJS,Punta Abreojos,AJS
1951,Qaisumah,AQI,Hafar al Batin,AQI
1952,Quetzaltenango,AAZ,Quetzaltenango,AAZ
1953,Quiche,AQB,Quiche,AQB
1954,Sabzevar,AFZ,Sabzevar,AFZ
1955,Saih Rawl,AHW,Saih Rawl,AHW
1956,Samana,AZS,El Catey Intl,AZS
1957,Samana,AZS,El Portillo,EPS
1958,San Andres Island,ADZ,Gustavo R. Pinilla Int,ADZ
1959,San Rafael,AFA,San Rafael,AFA
1960,Sapezal,AZL,Fazenda Tucunare,AZL
1961,Saqani,AQS,Saqani,AQS
1962,Sittwe,AKY,Sittwe,AKY
1963,Sochi,AER,International,AER
1964,Spring Point,AXP,Spring Point,AXP
1965,St Andrews,ADX,Leuchars RAF,ADX
1966,Stockholm,STO,Arlanda,ARN
1967,Surallah,AAV,Allah Valley,AAV
1968,Talladega,ASN,Municipal,ASN
1969,Tucson,TUS,Marana Regional,AVW
1970,Waco,ACT,Regional,ACT
1971,Waco,ACT,TSTC Waco,CNW
1972,Wageningen,AGI,Wageningen,AGI
1973,Wainwright,AIN,Wainwright,AIN
1974,Wake Island,AWK,Wake Island,AWK
1975,Walla Walla,ALW,Regional,ALW
1976,Walnut Ridge,ARG,Regional,ARG
1977,Wangerooge,AGE,Wangerooge,AGE
1978,Wanigela,AGL,Wanigela,AGL
1979,Wapakoneta,AXV,Neil Armstrong,AXV
1980,Waterloo,ALO,Regional,ALO
1981,Watertown,ART,International,ART
1982,Watertown,ATY,Regional,ATY
1983,Wausau,AUW,Downtown Apt,AUW
1984,Wausau,AUW,Central Wisconsin,CWA
1985,Waycross,AYS,Ware County,AYS
1986,West Memphis,AWM,Municipal,AWM
1987,Wilkes-Barre,AVP,International,AVP
1988,Wilkes-Barre,AVP,Wyoming Valley,WBW
1989,Xanxere,AXE,Joao Winckler,AXE
1990,Xingyi,ACX,Xingyi,ACX
1991,Yaguara II,AYG,Yaguara II,AYG
1992,Yalinga,AIG,Yalinga,AIG
1993,Yamoussoukro,ASK,Yamoussoukro,ASK
1994,Yari,AYI,Yari,AYI
1995,Yazd,AZD,Shahid Sadooghi,AZD
1996,Zabol,ACZ,Zabol,ACZ
1997,Zakouma,AKM,Zakouma,AKM
1998,Zanaga,ANJ,Zanaga,ANJ
1999,Zapala,APZ,Zapala,APZ
2000,Zapatoca,AZT,Zapatoca,AZT
2001,Zarafshan,AFS,Zarafshan,AFS
2002,Aguadilla,BQN,Rafael Hernandez,BQN
2003,Al Bayda,BYD,Al Bayda,BYD
2004,Al Buq,BUK,Al Buq,BUK
2005,Albert,BYF,Bray,BYF
2006,Almaty,ALA,Borolday,BXJ
2007,Bacau,BCM,Bacau,BCM
2008,Bacolod,BCD,Silay International,BCD
2009,Badajoz,BJZ,Airport,BJZ
2010,Bade,BXD,Bade,BXD
2011,Badin,BDN,Talhar,BDN
2012,Badu Island,BDD,Badu Island,BDD
2013,Bafoussam,BFX,Bafoussam,BFX
2014,Baganga,BNQ,Baganga,BNQ
2015,Bagani,BQI,Bagani,BQI
2016,Bagdad,BGT,Bagdad,BGT
2017,Bage,BGX,Gustavo Kraemer,BGX
2018,Baghdad,BGW,International,BGW
2019,Baglung,BGL,Balewa,BGL
2020,Baguio,BAG,Loakan,BAG
2021,Bahar Dar,BJR,Bahar Dar,BJR
2022,Bahawalpur,BHV,Bahawalpur,BHV
2023,Bahia Blanca,BHI,Comandante Espora,BHI
2024,Bahia de Caraquez,BHA,Los Perales,BHA
2025,Bahia de los Angeles,BHL,Bahia de los Angeles,BHL
2026,Bahia Negra,BFA,Bahia Negra,BFA
2027,Bahia Pina,BFQ,Bahia Pina,BFQ
2028,Bahia Solano,BSC,Jose Celestino Mutis,BSC
2029,Bahja,BJQ,Bahja,BJQ
2030,Bahrain,BAH,International,BAH
2031,Baia Mare,BAY,Baia Mare,BAY
2032,Baibara,BAP,Baibara,BAP
2033,Baidoa,BIB,Baidoa,BIB
2034,Bainbridge,BGE,Decatur Co Ind. Air Pk,BGE
2035,Baindoung,BDZ,Baindoung,BDZ
2036,Bairnsdale,BSJ,Bairnsdale,BSJ
2037,Baitadi,BIT,Patan,BIT
2038,Bajawa,BJW,Soa,BJW
2039,Bajhang,BJH,Bajhang,BJH
2040,Bajone,BJN,Bajone,BJN
2041,Bajura,BJU,Bajura,BJU
2042,Bakel,BXE,Bakel,BXE
2043,Bakelalan,BKM,Bakelalan,BKM
2044,Baker City,BKE,Municipal,BKE
2045,Bakersfield,BFL,Meadows Field,BFL
2046,Bakkafjordur,BJD,Bakkafjordur,BJD
2047,Bakouma,BMF,Bakouma,BMF
2048,Baku,BAK,Heydar Aliyev Intl,GYD
2049,Baku,BAK,Zabrat,ZXT
2050,Balakovo,BWO,Balakovo,BWO
2051,Balalae,BAS,Balalae,BAS
2052,Balboa,BLB,Panama Pacifico,BLB
2053,Baleela,BJE,Baleela,BJE
2054,Baler,BQA,Dr. Juan C. Angara,BQA
2055,Balgo Hill,BQW,Balgo Hill,BQW
2056,Bali,BAJ,Bali,BAJ
2057,Bali,BLC,Bali,BLC
2058,Balikesir,BZI,Balikesir,BZI
2059,Balikpapan,BPN,Sepinggan,BPN
2060,Balkanabat,BKN,Balkanabat,BKN
2061,Balkhash,BXH,Balkhash,BXH
2062,Ballera,BBL,Ballera,BBL
2063,Ballina,BNK,Byron Gateway,BNK
2064,Ballykelly,BOL,Ballykelly,BOL
2065,Balmaceda,BBA,Balmaceda,BBA
2066,Balranald,BZD,Balranald,BZD
2067,Balsas,BSS,Balsas,BSS
2068,Balti,BZY,International,BZY
2069,Baltimore,BWI,Baltimore/Wash. Intl,BWI
2070,Baltimore,BWI,Martin State,MTN
2071,Baltrum,BMR,Baltrum,BMR
2072,Bam,BXR,Bam,BXR
2073,Bamako,BKO,Senou Intl,BKO
2074,Bamarni,BMN,Bamarni,BMN
2075,Bambari,BBY,Bambari,BBY
2076,Bambu,BCP,Bambu,BCP
2077,Bamburi,BMQ,Bamburi,BMQ
2078,Bamenda,BPC,Bamenda,BPC
2079,Bamu,BMZ,Bamu,BMZ
2080,Bamyan,BIN,Bamyan,BIN
2081,Banda Aceh,BTJ,Sultan Iskandar Muda,BTJ
2082,Bandar Abbas,BND,International,BND
2083,Bandar Lengeh,BDH,Bandar Lengeh,BDH
2084,Bandar Seri Begawan,BWN,Brunei International,BWN
2085,Bandirma,BDM,Bandirma,BDM
2086,Bandon,BDY,State,BDY
2087,Bandung,BDO,Husein Sastranegara,BDO
2088,Banfora,BNR,Banfora,BNR
2089,Bangassou,BGU,Bangassou,BGU
2090,Bangkok,BKK,Suvarnabhumi Int\l,BKK
2091,Bangkok,BKK,Don Mueang Int\l,DMK
2092,Bangor,BGR,International,BGR
2093,Bangui,BGF,Mpoko Intl,BGF
2094,Baniyala,BYX,Baniyala,BYX
2095,Banja Luka,BNX,International,BNX
2096,Banjarmasin,BDJ,Syamsudin Noor,BDJ
2097,Banjul,BJL,International,BJL
2098,Banning,BNG,Municipal,BNG
2099,Bannu,BNP,Bannu,BNP
2100,Bantry,BYT,Bantry,BYT
2101,Banyuwangi,BWX,Blimbingsari,BWX
2102,Banz,BNZ,Banz,BNZ
2103,Baoshan,BSD,Baoshan,BSD
2104,Baotou,BAV,Erliban,BAV
2105,Bapi,BPD,Bapi,BPD
2106,Bar Harbor,BHB,Hancock County,BHB
2107,Baracoa,BCA,Gustavo Rizo,BCA
2108,Barahona,BRX,Maria Montez Intl,BRX
2109,Baramita,BMJ,Baramita,BMJ
2110,Baranof,BNF,Warm Spring Bay SPB,BNF
2111,Barbuda,BBQ,Codrington,BBQ
2112,Barcaldine,BCI,Barcaldine,BCI
2113,Barcelona,BCN,Airport,BCN
2114,Barcelona,BLA,J.A. Anzoategui Intl,BLA
2115,Barcelonnette,BAE,St-Pons,BAE
2116,Barcelos,BAZ,Barcelos,BAZ
2117,Bardera,BSY,Bardera,BSY
2118,Bardstown,BRY,Samuels Field,BRY
2119,Bardufoss,BDU,Bardufoss,BDU
2120,Bareilly,BEK,Bareilly,BEK
2121,Bari,BRI,Palese,BRI
