Search results for "S"
CITY NAME	3-LETTER CITY CODE	AIRPORT NAME	3-LETTER AIRPORT CODE
Spokane	GEG	Felts Field	SFF
Spokane	GEG	Fairchild AFB	SKA
Spring Creek	SCG	Spring Creek	SCG
Springbok	SBU	Springbok	SBU
Springfield	SFY	Bradley International	BDL
Springfield	SFY	Westover Metropolitan	CEF
Springfield	SFY	Metropolitan Area	SFY
Springfield	SGF	Springfld-Branson Natl	SGF
Springfield	SGH	Beckley Municipal	SGH
Springfield	SPI	A.Lincoln Capital	SPI
Srednekolymsk	SEK	Srednekolymsk	SEK
Srinagar	SXR	Sheikh ul Alam	SXR
St Barthelemy	SBH	Gustaf III	SBH
St Catherine	SKV	International	SKV
St Cloud	STC	Regional	STC
St Croix Island	STX	Christiansted SPB	SSB
St Croix Island	STX	Metropolitan Area	STX
St Croix Island	STX	Henry E. Rohlsen	STX
St George	SGO	St George	SGO
St George	SGU	Municipal	SGU
St George Island	STG	St George Island	STG
St John Island	SJF	Cruz Bay SPB	SJF
St Johns	SJN	Industrial Air Park	SJN
St Joseph	STJ	Rosecrans Memorial	STJ
St Kitts	SKB	Robert L. Bradshaw Int	SKB
St Louis	STL	Downtown Airport	CPS
St Louis	STL	Metropolitan Area	STL
St Louis	STL	Lambert-St Louis Intl	STL
St Louis	STL	Spirit Of St Louis	SUS
St Lucia	SLU	Metropolitan Area	SLU
St Lucia	SLU	George F.L. Charles	SLU
St Lucia	SLU	Hewanorra Intl	UVF
St Maarten	SXM	Princess Juliana Intl	SXM
St Martin	SFG	Grand-Case L'Esperance	SFG
St Marys	STQ	Municipal	STQ
St Michael	SMK	St Michael	SMK
St Moritz	SMV	Engadin	SMV
St Paul Island	SNP	St Paul Island	SNP
St Pauls	SVM	St Pauls	SVM
St Thomas Island	STT	Charlotte Amalie SPB	SPB
St Thomas Island	STT	Metropolitan Area	STT
St Thomas Island	STT	Cyril E. King	STT
St Vincent	SVD	E.T. Joshua	SVD
Stanthorpe	SNH	Stanthorpe	SNH
Stanton	SYN	Stanton	SYN
Stara Zagora	SZR	Kolyu Ganchevo	SZR
State College	SCE	University Park	SCE
Statesville	SVH	Municipal	SVH
Stauning	STA	Stauning	STA
Staunton/Waynesboro	SHD	Shenandoah Valley Rgnl	SHD
Stavanger	SVG	Sola	SVG
Stavropol	STW	Shpakovskoye	STW
Stawell	SWC	Stawell	SWC
St-Brieuc	SBK	Armor	SBK
